AK4_pt	AK8_pt	H_t	t_tag	b_tag	Minv	signal
83.25	294.25	195.3125	8.380413e-05	0.99902344	7.653177459825471	False
55.625	229.375	134.25	5.412847e-06	0.9526367	2.5205721222752118	False
75.75	185.5	161.8125	0.0004529953	0.92822266	2.6101131595010685	False
105.625	444.75	105.625	0.0027828217	0.33740234	3.409665760959726	False
94.8125	281.5	94.8125	0.41625977	0.9941406	5.825722133275576	False
25.3125	202.75	79.8125	4.646182e-05	0.9995117	9.938023369067764	False
84.3125	614.0	195.0625	3.3918768e-06	0.26416016	0.9239214895290218	False
55.9375	172.75	114.9375	6.330013e-05	0.060516357	4.426482946486843	False
54.03125	199.75	54.03125	8.9883804e-05	0.87841797	6.266640739192624	False
110.4375	193.25	110.4375	0.0004014969	0.7949219	1.879368801692621	False
29.4375	179.375	107.4375	0.0029296875	0.99902344	2.054490501855298	False
26.6875	543.0	26.6875	0.0012464523	0.9160156	4.414235770418472	False
97.375	372.75	97.375	0.000103116035	0.9863281	6.258024929134422	False
131.125	186.625	131.125	4.8577785e-05	0.99658203	1.3529316288859121	False
58.40625	196.875	58.40625	1.3215467e-06	0.99560547	8.372309655605633	False
54.71875	197.375	54.71875	0.023284912	0.9995117	1.6454759636956595	False
26.234375	193.375	73.453125	0.0044784546	0.18273926	0.15588103922652863	False
62.3125	183.0	62.3125	0.15307617	0.99902344	6.067735493064447	False
81.6875	286.5	164.5625	0.005584717	0.91845703	3.7660236770656894	False
94.8125	174.125	94.8125	0.0024433136	0.9980469	4.144010658006209	False
68.8125	255.125	174.25	0.00014066696	0.99902344	3.690697272634253	False
111.125	195.875	111.125	0.002916336	0.40039062	8.06391323506459	False
66.5625	188.75	66.5625	0.0005631447	0.97314453	4.0141811616782945	False
38.5625	177.875	88.125	0.0011348724	0.453125	1.9683564142577978	False
40.90625	210.375	136.34375	5.3942204e-06	0.7128906	9.707342329076297	False
29.625	211.25	122.875	0.02961731	0.8598633	2.3261292379362004	False
124.0	183.5	124.0	1.2461096e-06	0.8491211	9.266992581718725	False
26.3125	363.5	58.0625	9.126961e-06	0.05606079	0.19339493316567768	False
140.375	171.875	140.375	3.2275915e-05	0.94677734	7.84887957618011	False
89.4375	177.75	89.4375	0.11236572	0.96435547	2.1882689409718097	False
78.1875	176.625	78.1875	-10.0	0.99902344	2.301759423900137	False
113.375	170.875	113.375	7.3194504e-05	0.9995117	7.187048327983462	False
85.6875	200.0	85.6875	0.0009665489	0.98876953	5.404660954952121	False
25.296875	236.5	83.828125	0.0009651184	0.43847656	4.867174987715146	False
91.25	518.0	91.25	0.016418457	0.99121094	5.453810751646415	False
26.421875	178.625	147.67188	0.00016283989	0.9941406	6.2216424860744155	False
35.21875	417.75	146.78125	2.0086765e-05	0.91748047	1.4229891921813334	False
49.09375	170.0	225.65625	1.1064112e-05	0.89208984	4.168539222886565	False
51.96875	229.75	51.96875	0.003353119	0.2919922	0.3125174867092255	False
26.484375	243.875	134.79688	0.012420654	0.32739258	8.857746021270813	False
130.25	217.5	130.25	0.017288208	0.19177246	0.6152012992487101	False
26.28125	213.0	26.28125	6.5378845e-06	0.1640625	5.467361503771713	False
65.0	185.0	65.0	1.8894672e-05	0.89746094	6.8361256694456785	False
31.828125	249.25	204.32812	0.04260254	0.059051514	7.098909378120268	False
29.125	724.0	29.125	3.4987926e-05	0.9995117	1.260741594873366	False
49.125	490.5	185.125	0.00025224686	0.35107422	0.20716183676840672	False
33.625	268.75	115.4375	3.6627054e-05	0.9995117	2.253535797009107	False
83.6875	247.5	83.6875	0.001584053	0.41748047	3.855751007096174	False
83.375	189.0	83.375	0.0006351471	0.9995117	5.49728734454709	False
58.15625	471.5	58.15625	8.044299e-08	0.89501953	9.670119181260944	False
41.28125	221.875	41.28125	0.0024929047	0.9995117	6.32982606104531	False
49.1875	184.0	128.25	0.00040078163	0.072631836	0.9666936801000077	False
30.625	297.75	30.625	2.393499e-06	0.6113281	1.0105417515896988	False
26.171875	195.25	26.171875	0.008033752	0.5566406	3.4970591648686593	False
